Adresse,Post nr.,Pris,År,Størrelse (m2),Værelser,Toiletter,Handel
"Billesgade 17D, st.",5000 Odense C,1150000.0,2023,59,2,1,Familiehandel
Rådyrløkken 87,"Slukefter, 5210 Odense NV",1800000.0,2023,191,8,3,Familiehandel
Enebærvej 18,"Hjallese, 5260 Odense S",1105000.0,2023,119,6,1,Familiehandel
Pilevej 17,"Ejlstrup, 5200 Odense V",582496.0,2023,127,4,1,Familiehandel
Ugletoften 101,"Højby, 5260 Odense S",1175000.0,2023,132,4,2,Familiehandel
"Vandværksvej 16, 1. th.",5000 Odense C,2400000.0,2023,105,3,1,Familiehandel
Vejrup-Vej 2,"Vejrup, 5491 Blommenslyst",1000000.0,2023,256,7,2,Familiehandel
"Dronningensgade 22A, st.",5000 Odense C,600000.0,2023,78,3,1,Familiehandel
Ildfuglevænget 11,"Hjallese, 5260 Odense S",2185000.0,2023,190,8,3,Familiehandel
Lyngmosevænget 4,5000 Odense C,1600000.0,2023,136,5,2,Familiehandel
Stenløse Bygade 22B,"Stenløse, 5260 Odense S",1147500.0,2023,130,5,2,Familiehandel
Rasmus Rasks Allé 7,"Bellinge, 5250 Odense SV",1445000.0,2023,123,4,1,Familiehandel
"Dronningensgade 62, 1.",5000 Odense C,3100000.0,2023,135,4,1,Familiehandel
"Dronningensgade 62, st.",5000 Odense C,3100000.0,2023,70,2,1,Familiehandel
Anne Maries Allé 10,"Sanderum, 5250 Odense SV",2122500.0,2023,172,6,2,Familiehandel
Lahnsgade 14,5000 Odense C,4097600.0,2023,188,6,2,Familiehandel
Piletoften 10,"Agedrup, 5320 Agedrup",977500.0,2023,105,4,1,Familiehandel
Prins Haralds Allé 59,"Sanderum, 5250 Odense SV",1033000.0,2023,104,4,1,Familiehandel
"Rugårdsvej 34, 1. tv.",5000 Odense C,977500.0,2023,84,3,1,Familiehandel
Væbnerhatten 20,"Tornbjerg, 5220 Odense SØ",1657500.0,2023,136,4,2,Familiehandel
"Teisensvej 2B, st. tv.",5000 Odense C,1400000.0,2023,70,2,1,Familiehandel
"Schacksgade 26, 1. tv.",5000 Odense C,1550000.0,2023,65,2,1,Familiehandel
Kirkendrupvej 46,"Kirkendrup, 5270 Odense N",780801.0,2023,78,4,1,Familiehandel
Skovhaven 128,"Bullerup, 5320 Agedrup",2150000.0,2023,175,5,2,Familiehandel
Tornmarksvej 95,"Ejlstrup, 5491 Blommenslyst",1500000.0,2023,160,7,1,Familiehandel
Kronhjortløkken 10,"Korup, 5210 Odense NV",1730100.0,2023,180,7,2,Familiehandel
Munkebjergvej 101,5230 Odense M,3600000.0,2023,129,3,1,Familiehandel
Radbyvej 64,"Radby, 5320 Agedrup",1150000.0,2023,180,3,1,Familiehandel
Hybenvænget 1,"Bellinge, 5250 Odense SV",1450000.0,2023,188,6,2,Familiehandel
Birkedals Allé 80,"Dalum, 5250 Odense SV",761924.0,2023,76,4,1,Familiehandel
"Reventlowsvej 72, st. tv.",5000 Odense C,476000.0,2023,66,2,1,Familiehandel
"Ørstedsgade 39, st. th.",5000 Odense C,627000.0,2023,63,2,1,Familiehandel
Rødkløvervej 7,"Tarup, 5210 Odense NV",1147500.0,2023,144,4,2,Familiehandel
Lodsvej 24,"Stige, 5270 Odense N",2000000.0,2023,123,4,1,Familiehandel
Lodsvej 24,"Stige, 5270 Odense N",2000000.0,2023,123,4,1,Familiehandel
"Lotusvej 12, 2. mf.","Sanderum, 5250 Odense SV",870000.0,2023,49,2,1,Familiehandel
"Thuresensgade 3, 2. th.",5000 Odense C,1300000.0,2023,63,2,1,Familiehandel
Bullerupvej 66,"Seden, 5240 Odense NØ",600000.0,2023,93,4,1,Familiehandel
Vokshatten 26,"Tornbjerg, 5220 Odense SØ",2500000.0,2023,158,5,1,Familiehandel
Paaskeløkkevej 32,5000 Odense C,1150000.0,2023,84,5,1,Familiehandel
Bogensevej 403,"Næsbyhoved-Broby, 5270 Odense N",446250.0,2023,133,4,1,Familiehandel
Daltoften 56A,"Agedrup, 5320 Agedrup",1701000.0,2023,152,4,2,Familiehandel
Vilhelminevej 14,5000 Odense C,4200000.0,2023,132,5,2,Familiehandel
Rypebakken 25,"Snestrup, 5210 Odense NV",1175000.0,2023,119,4,2,Familiehandel
Valhalsvej 1,"Bolbro, 5200 Odense V",1500000.0,2023,136,4,2,Familiehandel
"Rødegårdsvej 63, st. th.",5000 Odense C,220000.0,2023,64,2,1,Familiehandel
J.L. Heibergs Vej 82,5230 Odense M,1275000.0,2023,115,5,2,Familiehandel
Skibhusvej 433,5000 Odense C,850000.0,2023,83,3,1,Familiehandel
Højby Allé 12,"Højby, 5260 Odense S",1550000.0,2023,100,3,1,Familiehandel
"Lollandsgade 21, st.",5000 Odense C,800000.0,2023,84,3,1,Familiehandel
"Lollandsgade 21, 1.",5000 Odense C,800000.0,2023,84,3,1,Familiehandel
Ørbækvej 744,"Birkum, 5220 Odense SØ",1200000.0,2023,136,4,1,Familiehandel
Fuglebakken 62,"Snestrup, 5210 Odense NV",1680000.0,2023,80,3,1,Familiehandel
Vesterbro 135,5000 Odense C,391000.0,2023,116,6,2,Familiehandel
Møllemarksvej 13,"Bolbro, 5200 Odense V",3600000.0,2023,166,8,1,Familiehandel
Isabellavænget 4,"Lumby, 5270 Odense N",1375000.0,2023,166,4,2,Familiehandel
"Thorsgade 44, st.",5000 Odense C,2800000.0,2023,79,3,1,Familiehandel
"Sdr. Boulevard 250, 1. tv.",5000 Odense C,850000.0,2023,84,3,1,Familiehandel
Skolevej 47,"Næsby, 5270 Odense N",2300000.0,2023,153,6,3,Familiehandel
Æblegrenen 199,5220 Odense SØ,1667500.0,2023,129,4,2,Familiehandel
Hybenvej 31,"Hjallese, 5260 Odense S",900000.0,2023,89,3,1,Familiehandel
Ildfuglevænget 63,"Hjallese, 5260 Odense S",1250000.0,2023,115,4,1,Familiehandel
Tybrindvænget 36,5230 Odense M,1100000.0,2023,106,4,1,Familiehandel
Langkærgårdvej 1,"Næsbyhoved-Broby, 5270 Odense N",1400000.0,2023,152,5,2,Familiehandel
Blåbærvej 182,"Hjallese, 5260 Odense S",567830.0,2023,108,5,1,Familiehandel
"Drewsensvej 26, 1. mf.",5000 Odense C,850000.0,2023,49,2,1,Familiehandel
Blåbærvej 148,"Hjallese, 5260 Odense S",644049.0,2023,82,3,1,Familiehandel
Skovhavevej 56,"Fangel, 5260 Odense S",965000.0,2023,143,5,1,Familiehandel
"Sdr. Boulevard 258, st.",5000 Odense C,739500.0,2023,63,2,1,Familiehandel
"Skt. Jørgens Gade 10A, 1. tv.",5000 Odense C,562500.0,2023,88,3,1,Familiehandel
Morelvej 75,"Sanderum, 5250 Odense SV",1150000.0,2023,85,4,1,Familiehandel
Åløkke Allé 34,5000 Odense C,2250000.0,2023,170,5,2,Familiehandel
Chr. Molbechs Vej 10,5230 Odense M,1518481.0,2023,106,4,1,Familiehandel
Hjejlebakken 41,"Snestrup, 5210 Odense NV",1437500.0,2023,110,4,2,Familiehandel
Jeppe Aakjærs Allé 15,"Tarup, 5210 Odense NV",1500000.0,2023,143,6,1,Familiehandel
Ranunkelvænget 3B,"Dyrup, 5250 Odense SV",900000.0,2023,89,3,1,Familiehandel
Tjørnevej 41,5220 Odense SØ,2000000.0,2023,119,4,2,Familiehandel
Mågebakken 107,"Sanderum, 5250 Odense SV",722500.0,2023,149,4,2,Familiehandel
Storkeløkken 64,"Kirkendrup, 5270 Odense N",2185000.0,2023,157,6,2,Familiehandel
Zachariasvej 6,"Hjallese, 5260 Odense S",3400000.0,2023,116,5,1,Familiehandel
Anderuplunden 94,"Anderup, 5270 Odense N",1140000.0,2023,63,3,1,Familiehandel
Over-Holluf-Vej 93,"Over Holluf, 5220 Odense SØ",1500000.0,2023,151,5,2,Familiehandel
Pjentedamsgade 39,5000 Odense C,1650000.0,2023,154,5,2,Familiehandel
"Drewsensvej 22, 1. tv.",5000 Odense C,255000.0,2023,75,2,1,Familiehandel
"Vestergade 50, 1. tv.",5000 Odense C,756501.0,2023,96,3,1,Familiehandel
Thyras Allé 24,"Dalum, 5250 Odense SV",1740000.0,2023,118,4,1,Familiehandel
Krogen 9,"Seden, 5240 Odense NØ",300000.0,2023,104,4,1,Familiehandel
Travbanevej 17,"Sanderum, 5250 Odense SV",1000000.0,2023,116,4,2,Familiehandel
Tietgens Allé 14,5230 Odense M,1487500.0,2023,163,8,3,Familiehandel
Søhusvej 69A,"Kirkendrup, 5270 Odense N",754365.0,2023,104,4,1,Familiehandel
Vejrupvænge 14,"Vejrup, 5491 Blommenslyst",1450000.0,2023,160,7,2,Familiehandel
"Thorkildsgade 51, 1.",5000 Odense C,1750000.0,2023,110,4,2,Familiehandel
"Thorkildsgade 51, st.",5000 Odense C,1750000.0,2023,81,3,1,Familiehandel
Ellekærshaven 47,"Dalum, 5250 Odense SV",1147500.0,2023,105,4,1,Familiehandel
"Læssøegade 101, 1.",5230 Odense M,675000.0,2023,141,5,2,Familiehandel
Borsvinget 21N,"Bullerup, 5320 Agedrup",850000.0,2023,101,4,2,Familiehandel
"Kong Georgs Vej 23, st. th.",5000 Odense C,1000000.0,2023,66,2,1,Familiehandel
Rosenørnsvej 19,5230 Odense M,2650000.0,2023,163,6,2,Familiehandel
Sigurd Rings Vej 21,"Bolbro, 5200 Odense V",1250000.0,2023,142,4,2,Familiehandel
Rugmarken 16,"Hjallese, 5260 Odense S",1552500.0,2023,109,4,2,Familiehandel
Mælkehatten 35,"Tornbjerg, 5220 Odense SØ",1470096.0,2023,191,5,2,Familiehandel
Grønningen 1,5230 Odense M,1975000.0,2023,223,9,3,Familiehandel
Rødegårdsvænget 20,5230 Odense M,552500.0,2023,110,4,2,Familiehandel
Clausens Allé 74,"Dalum, 5250 Odense SV",2300000.0,2023,126,6,2,Familiehandel
"Thuresensgade 33D, 1. tv.",5000 Odense C,575000.0,2023,66,2,1,Familiehandel
"Jernbanegade 19, 1. tv.",5000 Odense C,850000.0,2023,109,4,1,Familiehandel
"Middelfartvej 149, st. th.","Bolbro, 5200 Odense V",1000000.0,2023,66,3,1,Familiehandel
Rulkehøjen 45,"Hjallese, 5260 Odense S",1750000.0,2023,168,5,3,Familiehandel
"Skt. Jørgens Gade 90, 2. tv.",5000 Odense C,1700000.0,2023,81,3,1,Familiehandel
Ildfuglevænget 260,"Hjallese, 5260 Odense S",1050000.0,2023,107,5,2,Familiehandel
Valnøddevej 59,"Stige, 5270 Odense N",1800000.0,2023,128,5,1,Familiehandel
Bragesvej 23,"Bolbro, 5200 Odense V",2525000.0,2023,121,4,2,Familiehandel
Ærøgade 58,5000 Odense C,1100000.0,2023,145,4,2,Familiehandel
Biskorupvej 19,"Biskorup, 5240 Odense NØ",932000.0,2023,144,4,1,Familiehandel
Hybenvej 27,"Hjallese, 5260 Odense S",1180000.0,2023,85,4,1,Familiehandel
Nyborgvej 180,5220 Odense SØ,786000.0,2023,167,5,2,Familiehandel
Svendborgvej 21,"Hjallese, 5260 Odense S",1400000.0,2023,163,4,2,Familiehandel
Lundekærsvej 74,"Bellinge, 5250 Odense SV",516560.0,2023,170,6,2,Familiehandel
Fjellebrovænget 5,5230 Odense M,300000.0,2023,135,4,1,Familiehandel
Hvidkløvervej 10,"Tarup, 5210 Odense NV",1600000.0,2023,151,5,3,Familiehandel
Vestermarksvej 23,"Fangel, 5260 Odense S",725000.0,2023,101,3,1,Familiehandel
"Skt. Knuds Gade 53, 2.",5000 Odense C,940000.0,2023,79,2,1,Familiehandel
Hedelundmarken 33,"Stige, 5270 Odense N",2000000.0,2023,180,4,2,Familiehandel
Toften 1,"Fraugde, 5220 Odense SØ",670000.0,2023,67,4,2,Familiehandel
Skibhusvej 202,5000 Odense C,1747500.0,2023,128,5,2,Familiehandel
Utzons Allé 13,5240 Odense NØ,1850000.0,2023,180,5,2,Familiehandel
Lumbyvej 49,5000 Odense C,577414.0,2023,80,3,1,Familiehandel
Søparken 34,"Hjallese, 5260 Odense S",2200000.0,2023,120,4,1,Familiehandel
Nr. Lyndelse Vej 15,"Højby, 5260 Odense S",1147000.0,2023,142,6,2,Familiehandel
Guldrankevej 122,5200 Odense V,1561500.0,2023,114,4,2,Familiehandel
Fraugde Byvej 3,"Fraugde, 5220 Odense SØ",562000.0,2023,152,5,1,Familiehandel
Hestehøjvej 74,"Højby, 5260 Odense S",1250000.0,2023,135,4,1,Familiehandel
Dragebakken 19,"Sanderum, 5250 Odense SV",700000.0,2023,179,5,2,Familiehandel
Fristedet 6,"Næsby, 5270 Odense N",324500.0,2023,99,4,1,Familiehandel
"Henriettevej 14, st. th.",5000 Odense C,667000.0,2023,67,2,1,Familiehandel
Hannerupgårdsvej 45,5230 Odense M,5300000.0,2023,161,6,2,Familiehandel
Slagkrogen 144,5220 Odense SØ,1250000.0,2023,99,4,1,Familiehandel
Højvang 109,"Næsby, 5270 Odense N",3450000.0,2023,74,3,1,Familiehandel
"Englandsgade 14, 3.",5000 Odense C,1572500.0,2023,228,6,2,Familiehandel
Goldschmidtsvænget 9,5230 Odense M,2750000.0,2023,146,5,3,Familiehandel
"Nyvangsvej 14, 2. th.",5000 Odense C,1300000.0,2023,60,2,1,Familiehandel
Degnevænget 4,"Næsby, 5270 Odense N",925000.0,2023,116,4,1,Familiehandel
Hasselvej 21,"Ejlstrup, 5200 Odense V",1320000.0,2023,110,4,2,Familiehandel
Hjertegræsvej 41,"Slukefter, 5210 Odense NV",949000.0,2023,143,5,2,Familiehandel
Rasmus Rasks Allé 57,"Bellinge, 5250 Odense SV",1232500.0,2023,131,5,2,Familiehandel
Niels Juels Allé 7,"Dalum, 5250 Odense SV",2300000.0,2023,108,5,2,Familiehandel
Ejlstrupvej 167,"Ejlstrup, 5200 Odense V",825000.0,2023,112,4,2,Familiehandel
Tyrsbjergvej 84,"Korup, 5210 Odense NV",1363061.0,2023,154,5,2,Familiehandel
Blåbærvej 172,"Hjallese, 5260 Odense S",1105000.0,2023,106,3,1,Familiehandel
Paarupvej 26,"Snestrup, 5210 Odense NV",1700000.0,2023,106,4,1,Familiehandel
Stenløkken 20,"Hjallese, 5260 Odense S",1512500.0,2023,139,5,1,Familiehandel
"Bogensevej 54, 1.","Næsby, 5270 Odense N",1150000.0,2023,108,3,2,Familiehandel
Ligustervænget 12,"Dalum, 5250 Odense SV",1700000.0,2023,168,6,2,Familiehandel
Korsgade 18B,"Allesø, 5270 Odense N",1500000.0,2023,114,3,1,Familiehandel
Korsgade 18A,"Allesø, 5270 Odense N",1500000.0,2023,223,8,2,Familiehandel
Niels Juels Allé 63,"Sanderum, 5250 Odense SV",1450000.0,2023,130,6,2,Familiehandel
Haveløkken 13,5210 Odense NV,977513.0,2023,120,5,2,Familiehandel
Kancellivej 16,"Bolbro, 5200 Odense V",780500.0,2023,110,3,1,Familiehandel
Egilsvej 109,"Højstrup, 5210 Odense NV",1200000.0,2023,126,4,1,Familiehandel
"Henriettevej 16, 4.",5000 Odense C,1100000.0,2023,64,2,1,Familiehandel
Rosenholmvænget 12,"Søhus, 5270 Odense N",375000.0,2023,101,4,1,Familiehandel
Lunden 12,"Bullerup, 5320 Agedrup",1550000.0,2023,225,8,2,Familiehandel
"Østre Stationsvej 39A, 1. 3.",5000 Odense C,1650000.0,2023,55,1,1,Familiehandel
"Floravænget 35, st. tv.","Dalum, 5250 Odense SV",950000.0,2023,66,2,1,Familiehandel
Thordahls Allé 32,"Dalum, 5250 Odense SV",1750000.0,2023,102,5,2,Familiehandel
"Floravænget 35, st. th.","Dalum, 5250 Odense SV",1100000.0,2023,79,3,1,Familiehandel
Paarupvej 36,"Snestrup, 5210 Odense NV",977500.0,2023,95,4,1,Familiehandel
Hjejlebakken 12,"Snestrup, 5210 Odense NV",1500000.0,2023,126,3,2,Familiehandel
Petersmindevej 21,5000 Odense C,2890000.0,2023,184,5,1,Familiehandel
Rådyrløkken 58,"Slukefter, 5210 Odense NV",925000.0,2023,123,4,2,Familiehandel
Valkendrupsgyden 79,"Næsbyhoved-Broby, 5270 Odense N",649365.0,2023,110,4,1,Familiehandel
Otte Ruds Vej 88,5220 Odense SØ,810000.0,2023,60,3,1,Familiehandel
Syvhøjevej 95,"Højby, 5260 Odense S",1300000.0,2022,158,5,2,Familiehandel
Lumbyvej 70A,"Næsby, 5000 Odense C",850000.0,2022,104,4,1,Familiehandel
Bogensevej 373,"Næsbyhoved-Broby, 5270 Odense N",1147257.0,2022,149,5,2,Familiehandel
Rugvang 39,"Tarup, 5210 Odense NV",1105000.0,2022,111,3,1,Familiehandel
"Overgade 68, 2. tv.",5000 Odense C,467500.0,2022,57,2,1,Familiehandel
Bjergegade 26B,5000 Odense C,1650000.0,2022,90,3,1,Familiehandel
Jens Benzons Gade 37,5000 Odense C,2127500.0,2022,160,6,2,Familiehandel
Musvågevej 16,"Snestrup, 5210 Odense NV",865500.0,2022,94,4,1,Familiehandel
Miovænget 28,"Søhus, 5270 Odense N",625000.0,2022,101,7,2,Familiehandel
Engvej 61,5230 Odense M,2750000.0,2022,130,5,2,Familiehandel
Kildegårdsvej 153,5240 Odense NØ,1105000.0,2022,150,4,1,Familiehandel
Østrupvej 33,"Tarup, 5210 Odense NV",1600000.0,2022,95,4,1,Familiehandel
Taksvænget 2,"Stige, 5270 Odense N",1600000.0,2022,127,4,2,Familiehandel
Kildegårdsvej 237,5240 Odense NØ,697000.0,2022,112,3,2,Familiehandel
Muslingevej 31,"Seden, 5240 Odense NØ",1300000.0,2022,142,4,2,Familiehandel
H.J. Poulsens Allé 116,"Sanderum, 5250 Odense SV",1247500.0,2022,85,3,1,Familiehandel
Rylevej 4,5000 Odense C,250000.0,2022,118,4,2,Familiehandel
Hunderupvej 53,5000 Odense C,3000000.0,2022,339,13,3,Familiehandel
Hunderupvej 161,5230 Odense M,1870000.0,2022,180,5,1,Familiehandel
Næsbygårdsvej 50,"Næsby, 5270 Odense N",968989.0,2022,173,5,2,Familiehandel
Gelskovvænget 12,5230 Odense M,925000.0,2022,106,3,1,Familiehandel
Søballehøjen 30,"Næsbyhoved-Broby, 5270 Odense N",1400000.0,2022,165,4,2,Familiehandel
Valkendrupsgyden 3,"Næsbyhoved-Broby, 5270 Odense N",1550000.0,2022,153,4,2,Familiehandel
"Hjallesevej 57, 1. tv.",5000 Odense C,190000.0,2022,63,2,1,Familiehandel
Hedelandsvej 23,"Hjallese, 5260 Odense S",1037500.0,2022,84,4,1,Familiehandel
Valkendrupsgyden 29,"Næsbyhoved-Broby, 5270 Odense N",595000.0,2022,158,6,2,Familiehandel
Grøndalsvej 2B,5000 Odense C,2100000.0,2022,80,3,1,Familiehandel
Morelvej 4,"Sanderum, 5250 Odense SV",850000.0,2022,100,4,2,Familiehandel
Lind Hansens Vej 50,5000 Odense C,2117762.0,2022,234,7,3,Familiehandel
Granvej 20,"Dyrup, 5250 Odense SV",754321.0,2022,110,4,2,Familiehandel
"Drewsensvej 3, 1. tv.",5000 Odense C,914808.0,2022,74,2,1,Familiehandel
Østerbæksvej 59,5230 Odense M,2671250.0,2022,138,6,2,Familiehandel
Nørrevænget 39,5000 Odense C,2150000.0,2022,188,8,3,Familiehandel
Guldbergsvej 23,5000 Odense C,998750.0,2022,128,5,2,Familiehandel
Rensdyrløkken 109,"Slukefter, 5210 Odense NV",550000.0,2022,117,4,1,Familiehandel
Prins Haralds Allé 65,"Sanderum, 5250 Odense SV",526791.0,2022,147,5,2,Familiehandel
Egøgårdvej 18,"Bellinge, 5250 Odense SV",1487500.0,2022,234,6,3,Familiehandel
"Thurøgade 7, 1.",5000 Odense C,1870000.0,2022,74,3,1,Familiehandel
Poul Møllers Vej 13,5230 Odense M,3325000.0,2022,135,5,3,Familiehandel
"Thurøgade 7, st.",5000 Odense C,1870000.0,2022,89,3,1,Familiehandel
Kongshøjvej 13,5230 Odense M,1225000.0,2022,199,7,3,Familiehandel
Bjergmarken 34,"Hjallese, 5260 Odense S",1695000.0,2022,98,4,1,Familiehandel
Jupitervænget 21,"Paarup, 5210 Odense NV",1245000.0,2022,130,4,2,Familiehandel
Guldsmedevænget 275,"Hjallese, 5260 Odense S",941920.0,2022,146,5,2,Familiehandel
Middelfartvej 308,"Stegsted, 5491 Blommenslyst",582326.0,2022,136,4,2,Familiehandel
Finsens Allé 29,5230 Odense M,6500000.0,2022,161,6,2,Familiehandel
Billeshavevænget 2,"Korup, 5210 Odense NV",2300000.0,2022,181,5,1,Familiehandel
"Skibhusvej 175, 4.",5000 Odense C,1850000.0,2022,108,4,1,Familiehandel
Muslingevej 38,"Seden, 5240 Odense NØ",1800000.0,2022,157,5,2,Familiehandel
P.M. Madsens Vej 16,"Hjallese, 5260 Odense S",1925000.0,2022,170,5,2,Familiehandel
Grønnevangen 35,"Snestrup, 5210 Odense NV",1850000.0,2022,115,4,1,Familiehandel
Rønnebærvangen 12,"Korup, 5210 Odense NV",1487407.0,2022,167,7,1,Familiehandel
Hestehøjvej 142,"Højby, 5260 Odense S",625000.0,2022,129,5,1,Familiehandel
Sneglehatten 17,"Tornbjerg, 5220 Odense SØ",550000.0,2022,96,4,1,Familiehandel
Otte Ruds Vej 123,5220 Odense SØ,890000.0,2022,60,3,1,Familiehandel
Damhusvej 43,5000 Odense C,1250000.0,2022,88,4,1,Familiehandel
Grævlingløkken 79,"Korup, 5210 Odense NV",1225000.0,2022,151,5,2,Familiehandel
Vesterbro 59B,5000 Odense C,1070000.0,2022,80,3,1,Familiehandel
Georgsgade 77,5000 Odense C,1250000.0,2022,66,4,1,Familiehandel
Brobygårdvej 3,5230 Odense M,1100000.0,2022,79,3,1,Familiehandel
Ellekærsvej 39,"Dalum, 5250 Odense SV",2300000.0,2022,97,3,1,Familiehandel
Krogsløkkeparken 23,"Seden, 5240 Odense NØ",696750.0,2022,110,4,1,Familiehandel
Vendersvej 9,5000 Odense C,445000.0,2022,83,4,1,Familiehandel
Mullerupvænget 12,5230 Odense M,762343.0,2022,113,4,1,Familiehandel
"Heliosvænget 44, 1. 2.","Dalum, 5250 Odense SV",681442.0,2022,84,2,1,Familiehandel
Skt. Klemens Vej 65,"Skt Klemens, 5260 Odense S",2559975.0,2022,137,5,2,Familiehandel
Hyldevænget 5,5220 Odense SØ,2300000.0,2022,172,6,2,Familiehandel
Ravnebjergvænget 6,5230 Odense M,1000000.0,2022,144,6,2,Familiehandel
Utzons Allé 54,5240 Odense NØ,1083750.0,2022,185,6,2,Familiehandel
Thurøgade 5,5000 Odense C,1742500.0,2022,162,5,2,Familiehandel
Kærlandsvej 15,"Hjallese, 5260 Odense S",1650000.0,2022,133,5,2,Familiehandel
Kroggårdvej 44,"Næsby, 5270 Odense N",1500000.0,2022,151,6,2,Familiehandel
Faaborgvej 64,"Dalum, 5250 Odense SV",2195000.0,2022,171,5,3,Familiehandel
"Skt. Jørgens Gade 101, st.",5000 Odense C,897000.0,2022,90,3,1,Familiehandel
"Skt. Jørgens Gade 101, 1.",5000 Odense C,897000.0,2022,90,3,1,Familiehandel
Skt. Hans Gade 36,5000 Odense C,750000.0,2022,122,4,2,Familiehandel
"Rødegårdsvej 32, st.",5000 Odense C,500000.0,2022,53,2,1,Familiehandel
Musvågevej 193,"Snestrup, 5210 Odense NV",1525000.0,2022,138,5,2,Familiehandel
Skibhusvej 212,5000 Odense C,1500000.0,2022,131,6,3,Familiehandel
"Nyborgvej 37, st. tv.",5000 Odense C,1185000.0,2022,58,2,1,Familiehandel
Tranehøjen 282,"Dyrup, 5250 Odense SV",437338.0,2022,75,3,1,Familiehandel
Næsbyhovedvænget 5,"Næsby, 5270 Odense N",1280000.0,2022,80,5,2,Familiehandel
"Buchwaldsgade 61D, 3. th.",5000 Odense C,1200000.0,2022,55,2,1,Familiehandel
"Ellekærsvej 45, st. th.","Dalum, 5250 Odense SV",328737.0,2022,61,3,1,Familiehandel
"Benediktsgade 24, 2. th.",5000 Odense C,1800000.0,2022,92,4,1,Familiehandel
Løkkegravene 119,"Lumby, 5270 Odense N",829000.0,2022,148,5,2,Familiehandel
"Dankvart Dreyers Vej 21, 1.",5230 Odense M,795500.0,2022,83,3,1,Familiehandel
"Dankvart Dreyers Vej 21, st.",5230 Odense M,795500.0,2022,93,3,1,Familiehandel
Nyborgvej 236A,5220 Odense SØ,1495552.0,2022,86,5,1,Familiehandel
Ernebjergvej 4,5230 Odense M,1304378.0,2022,152,5,2,Familiehandel
"Schacksgade 3, st. th.",5000 Odense C,880000.0,2022,70,2,1,Familiehandel
"Æbleparken 24, 1.","Søhus, 5270 Odense N",375000.0,2022,59,2,1,Familiehandel
Æblehaven 7,"Bullerup, 5320 Agedrup",818500.0,2022,120,5,2,Familiehandel
"Skibhusvej 22, 1.",5000 Odense C,835000.0,2022,81,3,1,Familiehandel
Henriettevej 93,5000 Odense C,1300000.0,2022,130,6,2,Familiehandel
Otte Ruds Vej 163,5220 Odense SØ,1000000.0,2022,60,3,1,Familiehandel
Flintholmvænget 17,5230 Odense M,2445000.0,2022,136,7,2,Familiehandel
Søhusvej 168,"Kirkendrup, 5270 Odense N",716500.0,2022,99,4,2,Familiehandel
Damsbovænget 18,5230 Odense M,1750448.0,2022,106,4,1,Familiehandel
Ærenprisvej 20,5000 Odense C,702000.0,2022,117,4,1,Familiehandel
Tingvallavej 31,"Tarup, 5210 Odense NV",1000000.0,2022,110,5,2,Familiehandel
Gyldenmarken 33,"Stenløse, 5260 Odense S",2000000.0,2022,156,4,2,Familiehandel
Karetmagerstræde 1,"Aasum, 5240 Odense NØ",1020000.0,2022,195,4,2,Familiehandel
Ølstedgårdvej 36,5230 Odense M,2495000.0,2022,141,6,2,Familiehandel
Biskorupvej 14,"Biskorup, 5240 Odense NØ",934000.0,2022,165,4,2,Familiehandel
Tranehøjen 66,"Dyrup, 5250 Odense SV",962500.0,2022,135,5,2,Familiehandel
Cederfeldsvej 1,5230 Odense M,2200000.0,2022,180,6,2,Familiehandel
Borsvinget 21M,"Bullerup, 5320 Agedrup",1450000.0,2022,101,4,2,Familiehandel
Borsvinget 29,"Bullerup, 5320 Agedrup",875000.0,2022,125,6,2,Familiehandel
"Lotusvej 10, st. th.","Sanderum, 5250 Odense SV",459000.0,2022,64,2,1,Familiehandel
"Valdemarsgade 4, 1.",5000 Odense C,1145000.0,2022,50,2,1,Familiehandel
Anderupvænget 106,"Anderup, 5270 Odense N",650000.0,2022,119,4,2,Familiehandel
Møllevænget 3,"Bellinge, 5250 Odense SV",1850000.0,2022,121,4,1,Familiehandel
Stigevej 282,"Stige, 5270 Odense N",729582.0,2022,103,4,1,Familiehandel
Paaskeløkkevej 41,5000 Odense C,1500000.0,2022,149,4,2,Familiehandel
Sadolinsgade 23,5230 Odense M,1445000.0,2022,186,6,3,Familiehandel
"Thuresensgade 36, 1. tv.",5000 Odense C,1200000.0,2022,59,2,1,Familiehandel
Vosemosegyden 20,"Ravnebjerg, 5250 Odense SV",950000.0,2022,321,9,4,Familiehandel
Juelsgade 26,5000 Odense C,2760000.0,2022,199,6,2,Familiehandel
Dahlsvej 30,"Stenløse, 5260 Odense S",1475000.0,2022,97,3,1,Familiehandel
Lucernevej 23,"Tarup, 5210 Odense NV",1700000.0,2022,123,3,1,Familiehandel
"Klostervej 23, 3. th.",5000 Odense C,480000.0,2022,90,3,2,Familiehandel
Claus Bergs Gade 2,5000 Odense C,2600000.0,2022,115,3,2,Familiehandel
Ternevej 14,"Snestrup, 5210 Odense NV",1461000.0,2022,136,4,1,Familiehandel
Mindelundsvej 9,"Seden, 5240 Odense NØ",1081000.0,2022,94,4,1,Familiehandel
Njalsvej 234,"Højstrup, 5210 Odense NV",1425000.0,2022,86,4,2,Familiehandel
